,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,kl,bayes_factor_utility,beta_kl_utility,beta_kl,beta_entropy_change,beta_bayes_factor_utility_1,pure_second_order_belief_change,entropy_change_scaled,kl_scaled,beta_entropy_change_scaled,beta_kl_scaled,beta_bayes_factor_utility_1_scaled,pure_second_order_belief_change_scaled,prior_beta_for_beta_kl_a,prior_beta_for_beta_kl_b,posterior_beta_for_beta_kl_a,posterior_beta_for_beta_kl_b,prior_beta_for_beta_entropy_change_a,prior_beta_for_beta_entropy_change_b,posterior_beta_for_beta_entropy_change_a,posterior_beta_for_beta_entropy_change_b,prior_beta_for_beta_bayes_factor_utility_1_a,prior_beta_for_beta_bayes_factor_utility_1_b,posterior_beta_for_beta_bayes_factor_utility_1_a,posterior_beta_for_beta_bayes_factor_utility_1_b,prior_beta_for_pure_second_order_belief_change_a,prior_beta_for_pure_second_order_belief_change_b,posterior_beta_for_pure_second_order_belief_change_a,posterior_beta_for_pure_second_order_belief_change_b,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_change_a,prior_beta_for_entropy_change_b,posterior_beta_for_entropy_change_a,posterior_beta_for_entropy_change_b
1426,5936,helpful,8,high_certainty,positive,neutral,1.0,0.875,6,3,0.91,0.74,0.92,0.17,3,0.3902765554,0.1251862176,0.1337442354,0.7185122570000001,0.9303448098,2.6641980637,1.5180559411,11.0393319374,13.4239290575,0.936205076,0.8398263764,0.6941460254,0.9309242535000001,0.7639030006,0.9076398527,10.039097985,4.175899292,87.0918925486,9.5145827795,13.2402889351,5.3006420583,155.3489539672,16.2652811616,331.2040794591,117.0176495397,57077.34235193,5645.9129798612,3.4266652586,1.8526121179000001,16.1999178549,2.5032885791,11.36,4.64,115.66,12.34,11.36,4.64,115.66,12.34
1427,5936,helpful,9,low_certainty,negative,positive,1.0,0.875,6,2,0.12,0.73,0.89,0.61,4,0.3121037709,0.6949914212,1.1874153755,0.9495641345,0.9992194027,7.1554511732,1.7549183345000001,11.0451261485,15.2401416304,0.8892895390000001,0.9999999133,0.7457629411000001,0.999236721,0.7640818132,0.9330858207,5.0183505955,2.4862392614,12.3527770394,84.2536982887,5.9863488959,2.84426603,21.3537082155,150.2605269134,62.5636965112,23.770134326,7527.550639815,55195.7046919763,2.0680373066,1.395027497,3.0043847721,15.6988216619,5.38,2.62,16.12,111.88,5.38,2.62,16.12,111.88
1428,5936,helpful,11,non_answer,,neutral,1.0,0.875,6,7,0.5,0.5,0.05,0.0,1,0.0,0.0,0.0,0.0,0.14307333,0.15440293,3.1502362622,12.4796043144,9.8089410986,0.0,0.0,0.9144243418,0.1434880911,0.8044313479,0.8245821669000001,91.4947258891,91.4947258891,48.303237664,48.303237664,180.1622943421,180.1622943421,85.8071175644,85.8071175644,162821.026708906,162821.026708906,31361.6276658956,31361.6276658956,14.2560737663,14.2560737663,9.351603217,9.351603217,128.0,128.0,64.0,64.0,128.0,128.0,64.0,64.0
1429,5936,helpful,12,exhaustive,negative,neutral,1.0,0.875,7,4,0.0,0.5700000000000001,0.99,0.5700000000000001,3,0.9858150372000001,0.704057895,1.2175914351000001,1.0,1.0,87.2468871773,3.8722094887000003,12.6945500776,20.4641405796,0.99904289,0.9999999426,0.9512846785,1.0,0.8098515683,0.9735192328000001,15.2076347569,11.7180402552,1.0,181.9894517781,22.0494727878,16.8794268399,1.0,359.3245886843,1326.275709197,1000.7693946574,1.0,325641.053417812,4.4473639632,3.6006429898,1.0,27.5121475326,18.1,13.9,1.0,255.0,18.1,13.9,1.0,255.0
1430,5937,relevant,1,high_certainty,negative,neutral,1.0,1.0,5,4,0.35000000000000003,0.6000000000000001,0.55,0.25,1,0.0368825391,0.1673344052,0.1831231643,0.641025641,0.9801976236000001,3.9219533293,0.39056283,9.1855700138,4.2207963882,0.22901134550000002,0.9185440742000001,0.26271744680000003,0.9804396463,0.6991408427,0.5271490836,15.9554050072,10.9702700048,18.1506675911,32.851239812,23.1573397767,15.7715598511,28.9075564042,52.8283190363,1396.0270623127,931.0180415418,4228.7844704295,7852.5997307976,4.6288041718,3.4192027812,4.5940811694,7.6747221718,19.0,13.0,22.7,41.3,19.0,13.0,22.7,41.3
1431,5937,relevant,2,exhaustive,positive,negative,1.0,1.0,6,4,0.9500000000000001,0.2,1.0,0.75,2,0.4355311378,0.85565242,1.9355311378,0.9868421053,1.0,56.4646911197,1.332124284,11.0086981946,10.655199481,0.9536345049,1.0,0.6463868441,1.0,0.7629553715,0.8490417608,5.9851350024,20.9405400097,90.8761515617,5.7303237664,8.3857799256,30.5431197022,162.1335233724,9.4807117564,466.0090207709,1861.0360830836,59586.1925652017,3137.0627665896,2.2096013906,5.8384055624,16.8680461123,1.8351603217,7.0,25.0,120.7,7.3,7.0,25.0,120.7,7.3
1432,5937,relevant,3,low_certainty,negative,positive,1.0,1.0,5,5,0.75,0.7000000000000001,0.35000000000000003,0.05,0,0.0700127748,0.0088537266,0.0088931537,0.2222222222,0.3209602569,0.3870756214,0.0554705011,7.0974979148,1e-10,0.389638227,0.1146595948,0.0423640606,0.3217838856,0.6046860166,0.0,35.3013351821,15.7005722209,37.7514305523,13.2504768508,56.8151128084,24.9207626322,60.8019065804,20.9339688601,8456.5689408589,3624.8152603681,9060.5381509203,3020.8460503068,8.1881623388,4.0806410023,8.7016025059,3.5672008353,44.4,19.6,47.5,16.5,44.4,19.6,47.5,16.5
1433,5937,relevant,4,low_certainty,positive,negative,1.0,1.0,5,5,0.2,0.05,0.45,0.15,0,0.4355311378,0.18262556900000002,0.2016579892,0.7894736842000001,0.9959683531,5.5135803275,0.5764492138,8.1955586033,1e-10,0.9536345049,0.9368037016,0.3622726908,0.9960374521,0.6575598208,0.0,3.4500953702,47.5518120329,10.8003814806,40.2015259224,4.986793772,76.7490816685,16.9471750881,64.7887003524,604.9692100614,11476.4149911657,2416.8768402454,9664.5073609816,1.5134401671000002,10.7553631741,3.0537606682,9.2150426729,4.1,59.9,13.4,50.6,4.1,59.9,13.4,50.6
1434,5937,relevant,6,high_certainty,positive,positive,1.0,1.0,6,5,0.75,0.7000000000000001,0.65,0.05,1,0.0700127748,0.0088537266,0.0088931537,0.2222222222,0.4044238946,0.5182260976,0.4245625053,10.8325537521,6.4344030929,0.389638227,0.1146595948,0.2820220731,0.40539085280000003,0.7574322074000001,0.6807487646,35.3013351821,15.7005722209,71.9548564961,24.651618832,56.8151128084,24.9207626322,128.2106763466,43.4035587822,8456.5689408589,3624.8152603681,47041.9414988434,15681.3138329478,8.1881623388,4.0806410023,13.5274048255,5.1758016085,44.4,19.6,95.5,32.5,44.4,19.6,95.5,32.5
1435,5937,relevant,7,exhaustive,negative,negative,1.0,1.0,5,3,0.1,0.2,0.7000000000000001,0.1,2,0.2529325013,0.051555970900000005,0.052932501300000004,0.5555555556,0.6786572409,1.1352469403,1.0147518737,9.3617010897,6.9895259646,0.8319651169000001,0.515607135,0.5470091621000001,0.679799041,0.7059907621,0.7106976041,3.4429994554,10.7719978216,5.9001907403,45.1017166627,4.3081861987,14.2327447947,8.9735875441,72.7622878965,90.2443457998,357.9773831991,1208.9384201227,10872.4457811043,1.6558554753,3.6234219012,2.0268803341,10.241923007,3.8,12.2,7.2,56.8,3.8,12.2,7.2,56.8
1436,5937,relevant,8,non_answer,,positive,1.0,1.0,3,3,0.6000000000000001,0.6000000000000001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3289983662,5.8859989108,8.3289983662,5.8859989108,10.924558596,7.6163723974,10.924558596,7.6163723974,268.7330373993,179.4886915995,268.7330373993,179.4886915995,2.9675664259000003,2.3117109506,2.9675664259000003,2.3117109506,9.4,6.6,9.4,6.6,9.4,6.6,9.4,6.6
1437,5937,relevant,10,low_certainty,negative,negative,1.0,1.0,6,5,0.05,0.1,0.6000000000000001,0.05,1,0.1825986365,0.023814243500000002,0.024102386400000002,0.5263157895,0.7686007903000001,1.4636108795,0.6852603779,10.8325537521,6.4344030929,0.7240722028000001,0.2811184534,0.4141887421,0.7696602765,0.7574322074000001,0.6807487646,5.9001907403,45.1017166627,5.7303237664,90.8761515617,8.9735875441,72.7622878965,9.4807117564,162.1335233724,1208.9384201227,10872.4457811043,3137.0627665896,59586.1925652017,2.0268803341,10.241923007,1.8351603217,16.8680461123,7.2,56.8,7.3,120.7,7.2,56.8,7.3,120.7
1438,5937,relevant,11,low_certainty,positive,neutral,1.0,1.0,5,5,0.75,0.7000000000000001,0.7000000000000001,0.05,0,0.0700127748,0.0088537266,0.0088931537,0.2222222222,0.3209602569,0.3870756214,0.0554705011,7.0974979148,1e-10,0.389638227,0.1146595948,0.0423640606,0.3217838856,0.6046860166,0.0,35.3013351821,15.7005722209,37.7514305523,13.2504768508,56.8151128084,24.9207626322,60.8019065804,20.9339688601,8456.5689408589,3624.8152603681,9060.5381509203,3020.8460503068,8.1881623388,4.0806410023,8.7016025059,3.5672008353,44.4,19.6,47.5,16.5,44.4,19.6,47.5,16.5
1439,5937,relevant,12,exhaustive,positive,neutral,1.0,1.0,7,6,1.0,0.05,1.0,0.9500000000000001,1,0.2863969571,0.9867257352000001,4.3219280949,1.0,1.0,709.1561151668,2.336608873,12.8534119414,9.8089410986,0.8672864567,1.0,0.8385278871,1.0,0.8137607621,0.8245821669000001,5.7303237664,90.8761515617,181.9894517781,1.0,9.4807117564,162.1335233724,359.3245886843,1.0,3137.0627665896,59586.1925652017,325641.053417812,1.0,1.8351603217,16.8680461123,27.5121475326,1.0,7.3,120.7,255.0,1.0,7.3,120.7,255.0,1.0
1440,5938,helpful,1,low_certainty,positive,positive,0.0,0.625,6,7,0.77,0.8200000000000001,0.9500000000000001,0.05,1,0.09793425780000001,0.0113818237,0.011447092300000001,0.26511134680000004,0.8791780786000001,2.1134375414,2.9794808339000003,12.4796043144,9.8089410987,0.4987223267,0.1450880253,0.9022265043000001,0.8799760750000001,0.8044313479,0.8245821669000001,149.411350458,33.578101320100004,73.8469860026,22.7594893255,294.8261627211,65.4984259632,131.6029610492,40.0112740796,267025.8438026059,58616.2096152061,48296.3666054793,14426.888726312,22.7399609767,5.7721865559,13.8614689541,4.8417374798,209.28,46.72,98.02,29.98,209.28,46.72,98.02,29.98
1441,5938,helpful,2,exhaustive,negative,neutral,0.0,0.625,6,5,0.73,0.6000000000000001,0.86,0.13,1,0.1294859582,0.052037972700000004,0.0534408332,0.4452054795,0.9236941024,2.5730050486,0.4653734842,10.8325537521,6.4344030928,0.5987159185,0.5189673376,0.3045277551,0.9243072316000001,0.7574322074000001,0.6807487646,30.4011444418,20.6007629612,70.0627269895,26.5437483386,48.8415252643,32.8943501762,124.818391644,46.7958434848,7248.6305207362,4832.7536804908,45787.5163922076,16935.7389395836,7.1612820047,5.1075213365,13.1933406968,5.5098657372,38.2,25.8,92.98,35.02,38.2,25.8,92.98,35.02
1442,5938,helpful,3,exhaustive,positive,neutral,0.0,0.625,7,6,0.99,0.52,0.8200000000000001,0.47000000000000003,1,0.9180524001,0.5784336534,0.8637781079,0.9890572391,1.0,182.8207633084,3.14944192,12.6654557074,9.8089410985,0.9984565821,0.9999927070000001,0.9143712785,1.0,0.8091267889,0.8245821668000001,50.1953671706,46.4111081575,180.1795572603,2.8098945178,89.199402267,82.4148328618,355.7413427975,4.5832458868,32616.0527725315,30107.2025592598,322384.6528836339,3257.4005341781,9.6856673457,9.0175390883,27.2470260572,1.2651214753,66.52,61.48,252.46,3.54,66.52,61.48,252.46,3.54
1443,5938,helpful,4,high_certainty,negative,neutral,0.0,0.625,6,6,0.56,0.46,0.8,0.1,0,0.0057909176,0.0285091923,0.0289234722,0.3306878307,0.9189495676,2.5126836963,0.0040099522,9.4370974719,0.0,0.0400128171,0.3270463026,0.0031243612,0.9195856120000001,0.7088751269,0.0,44.5189786509,52.0874966772,53.9796261837,42.6268491444,79.0225481593,92.5916869696,95.9839716721,75.6302634567,28852.777452624,33870.4778791673,35124.9029858031,27598.3523459881,8.6834749596,10.0197314743,10.353795603,8.3494108309,58.96,69.04,71.56,56.44,58.96,69.04,71.56,56.44
1444,5938,helpful,5,high_certainty,positive,positive,0.0,0.625,7,6,0.85,0.6000000000000001,0.91,0.25,1,0.36111028970000003,0.19335343200000002,0.2148696646,0.7352941176000001,0.9999999999,23.1746619848,3.1299890256,12.4796043144,9.8089410986,0.9216376937,0.9472626086,0.9130614766,0.9999999999,0.8044313479,0.8245821669000001,57.7638851969,38.8425901312,154.8410340114,28.1484177667,102.7685410773,68.8456940515,305.5759003817,54.7486883026,37633.7531990748,25089.5021327165,276795.0454051402,48847.0080126718,11.0219238604,7.6812825736,23.5353254027,4.9768221299,76.6,51.4,216.9,39.1,76.6,51.4,216.9,39.1
1445,5938,helpful,7,high_certainty,positive,positive,0.0,0.625,6,6,0.9500000000000001,0.77,0.79,0.18,0,0.4916143464,0.1629185666,0.1778339212,0.8237986270000001,0.9999999999,22.8338971975,0.6428719609,10.0248487088,1e-10,0.9687794007,0.9124252151000001,0.3944868004,0.9999999999,0.7304113079,0.0,73.8469860026,22.7594893255,90.8761515617,5.7303237664,131.6029610492,40.0112740796,162.1335233724,9.4807117564,48296.3666054793,14426.888726312,59586.1925652017,3137.0627665896,13.8614689541,4.8417374798,16.8680461123,1.8351603217,98.02,29.98,120.7,7.3,98.02,29.98,120.7,7.3
1446,5938,helpful,8,low_certainty,negative,negative,0.0,0.625,5,5,0.6900000000000001,0.44,0.8300000000000001,0.25,0,0.0964140628,0.1675606301,0.1833948887,0.6469979296,0.9996991989,8.1090614536,0.0694353051,8.7062738706,1e-10,0.4933198069,0.9188466086,0.0527434638,0.9997067506,0.6796816275,0.0,22.5608392573,28.4410681457,34.8113161081,16.1905912949,36.0837851938,45.6520902467,56.0177540539,25.7181213866,5315.9290485399,6765.4551526871,8335.7750988466,3745.6091023804,5.5182734701000005,6.750529871,8.0854743054,4.1833290358,28.28,35.72,43.78,20.22,28.28,35.72,43.78,20.22
1447,5938,helpful,9,non_answer,,negative,0.0,0.625,6,6,0.09,0.59,0.84,0.5,0,0.5400306517,0.5518270958,0.8025761741,0.9312721177000001,1.0,96.6681048254,0.5335800641,11.0464716131,1e-10,0.9778094890000001,0.9999831388,0.34057737800000004,1.0,0.7641233156,0.0,56.8178204436,39.7886548845,9.5145827795,87.0918925486,101.072398726,70.5418364028,16.2652811616,155.3489539672,37006.5406457568,25716.7146860344,5645.9129798612,57077.34235193,10.854891796,7.8483146379,2.5032885791,16.1999178549,75.34,52.66,12.34,115.66,75.34,52.66,12.34,115.66
1448,5938,helpful,10,high_certainty,negative,negative,0.0,0.625,6,5,0.18,0.87,0.86,0.6900000000000001,1,0.1226388607,0.8296139861,1.7696887459,0.9671993272,1.0,69.3784351612,0.2418836637,10.8325537521,6.4344030927,0.5788653006,1.0,0.17201405760000002,1.0,0.7574322074000001,0.6807487646,43.631659440600004,7.3702479624,18.0291655591,78.577309769,70.3702116332,11.3656638073,31.5305623232,140.0836728056,10510.0642550675,1571.3199461595,11290.8259597224,51432.4293720688,9.9338589068,2.3349444344,4.0065771581,14.6966292758,54.94,9.06,23.68,104.32,54.94,9.06,23.68,104.32
1449,5938,helpful,11,exhaustive,positive,positive,0.0,0.625,7,6,0.98,0.85,0.92,0.13,1,0.4683997622,0.1333106907,0.1430747179,0.8843537415,0.9999999998,22.3257159485,2.8173396950000003,12.5013901409,9.8089410986,0.9632264616,0.8590385410000001,0.8890384384000001,0.9999999998,0.8049876781,0.8245821669000001,81.4155040289,15.1909712992,178.3696627425,4.6197890356,145.1720998595,26.4421352693,352.1580969106,8.1664917737,53314.0670320226,9409.1882997687,319128.2523494557,6513.8010683562,15.1977254689,3.5054809651000003,26.9819045819,1.5302429507,108.1,19.9,249.92,6.08,108.1,19.9,249.92,6.08
1450,5939,helpful,1,exhaustive,positive,negative,1.0,0.75,5,4,0.7000000000000001,0.42,0.77,0.28,1,0.1001629958,0.2059023148,0.2305487961,0.6896551724000001,0.9937711625000001,5.0785655678,0.43698557460000004,9.1855700138,4.2207963881,0.5065389281,0.9574527893,0.288948957,0.9938695634,0.6991408427,0.5271490836,11.4687835051,15.456891507,35.3013351821,15.7005722209,16.5101378437,22.4187617841,56.8151128084,24.9207626322,977.5189436189,1349.5261602356,8456.5689408589,3624.8152603681,3.5401629203000002,4.5078440327,8.1881623388,4.0806410023,13.6,18.4,44.4,19.6,13.6,18.4,44.4,19.6
1451,5939,helpful,3,low_certainty,negative,positive,1.0,0.75,5,5,0.54,0.76,0.58,0.22,0,0.20033815940000002,0.1525421228,0.1655141434,0.6292906178000001,0.9981729731000001,6.3050652693,0.15137557940000002,8.578463073,1e-10,0.7565170629,0.896331277,0.1114187405,0.9982087376000001,0.6742832739,0.0,38.2414496263,12.760457776700001,27.4610299976,23.5408774054,61.5992653348,20.1366101057,44.0573727379,37.6785027026,9181.3319929325,2900.0522082945,6523.8674686626,5557.5167325644,8.8042905393,3.4645128018999998,6.5451538042,5.7236495369,48.12,15.88,34.48,29.52,48.12,15.88,34.48,29.52
1452,5939,helpful,4,exhaustive,negative,neutral,1.0,0.75,6,6,0.08,0.24,0.61,0.16,0,0.3928610892,0.1190784356,0.12678668710000002,0.7246376812,0.9999994846,14.4783568393,0.44581913630000003,9.9070712089,0.0,0.9373572171000001,0.8238148883,0.2938337026,0.9999995075,0.7262273213,0.0,23.7055540787,72.9009212494,8.5685180262,88.0379573018,41.7074164309,129.9068186979,14.5691388103,157.0450963185,15054.1012796299,47669.1540521613,5018.7004265433,57704.554905248,5.0087695441,13.6944368898,2.3362565147,16.3669499192,31.24,96.76,11.08,116.92,31.24,96.76,11.08,116.92
1453,5939,helpful,5,exhaustive,negative,neutral,1.0,0.75,5,4,0.61,0.59,0.72,0.02,1,0.0117009203,0.0011983807,0.0011990994,0.0799680128,0.1196797948,0.1274695681,0.37240950700000003,9.1855700138,4.2207963882,0.07919816980000001,0.0162864151,0.2521985239,0.1200315693,0.6991408427,0.5271490836,15.7061482571,11.219526755,30.8911635158,20.1107438872,22.7880507804,16.1408488474,49.6388840187,32.0969914218,1372.7766112741,954.2684925803,7369.4243627485,4711.9598384785,4.5683241023,3.4796828507,7.2639700381,5.0048333031,18.7,13.3,38.82,25.18,18.7,13.3,38.82,25.18
1454,5939,helpful,6,low_certainty,negative,neutral,1.0,0.75,5,6,0.35000000000000003,0.21,0.5700000000000001,0.14,1,0.1925853154,0.07227465100000001,0.0750195501,0.5063291139,0.997721222,6.0841159378,0.5243330863,10.8325537521,6.4344030927,0.7428352397,0.6420348329000001,0.33580172340000003,0.9977642813,0.7574322074000001,0.6807487646,20.8673598189,75.7391155092,18.1506675911,32.851239812,36.6189893771,134.9952457518,28.9075564042,52.8283190363,13172.4636196762,49550.7917121151,4228.7844704295,7852.5997307976,4.5076733511,14.1955330828,4.5940811694,7.6747221718,27.46,100.54,22.7,41.3,27.46,100.54,22.7,41.3
1455,5939,helpful,7,high_certainty,positive,positive,1.0,0.75,5,4,0.7000000000000001,0.56,0.65,0.14,1,0.10829662200000001,0.057846776100000004,0.0595873595,0.4545454545,0.7582995173,1.4200559942,0.4424896499,9.1855700138,4.2207963881,0.5340451507,0.5577990189,0.2919965302,0.7593733099000001,0.6991408427,0.5271490836,14.9583780068,11.9672970053,35.3013351821,15.7005722209,21.6801837915,17.2487158362,56.8151128084,24.9207626322,1303.0252581585,1024.019845696,8456.5689408589,3624.8152603681,4.3868838937,3.6611230593,8.1881623388,4.0806410023,17.8,14.2,44.4,19.6,17.8,14.2,44.4,19.6
1456,5939,helpful,9,non_answer,,negative,1.0,0.75,5,4,0.55,0.4,0.0,0.15,1,0.0218238595,0.0637947249,0.06592051560000001,0.4545454545,0.7596956971000001,1.42584923,0.34917489160000004,9.1855700138,4.2207963881,0.142636715,0.5945335675,0.2385159957,0.7607676325,0.6991408427,0.5271490836,10.9702700048,15.9554050072,27.9510490717,23.0508583314,15.7715598511,23.1573397767,44.8547314923,36.8811439482,931.0180415418,1396.0270623127,6644.6613106749,5436.7228905522,3.4192027812,4.6288041718,6.6478418376,5.6209615035,13.0,19.0,35.1,28.9,13.0,19.0,35.1,28.9
1457,5939,helpful,10,high_certainty,negative,neutral,1.0,0.75,4,5,0.4,0.54,0.37,0.14,1,0.024427844400000003,0.0552296726,0.0568134208,0.43209876540000003,0.9200596838,2.5264749697,0.347390599,9.1855700138,4.2207963881,0.15823622510000002,0.540678283,0.2374549584,0.9206904461000001,0.6991408427,0.5271490836,27.4610299976,23.5408774054,10.9702700048,15.9554050072,44.0573727379,37.6785027026,15.7715598511,23.1573397767,6523.8674686626,5557.5167325644,931.0180415418,1396.0270623127,6.5451538042,5.7236495369,3.4192027812,4.6288041718,34.48,29.52,13.0,19.0,34.48,29.52,13.0,19.0
1458,5939,helpful,11,high_certainty,negative,negative,1.0,0.75,1,6,0.72,0.28,0.81,0.44,5,0.0,0.4509308202,0.5995308349,0.8487654321,1.0,49.4052826323,1.7634389792,11.0462383495,16.4315285169,0.0,0.9997280766000001,0.7474478236000001,1.0,0.7641161208,0.9458368518,27.4898130919,69.1166622362,2.412591867,1.5493412816,48.4919858361,123.1222492928,2.5881881313,1.6176287177000002,17562.9514929016,45160.3038388897,11.5329622699,5.0961519939,5.6768978015,13.0263086324,1.1956081002,1.0760698168,36.28,91.72,2.44,1.56,36.28,91.72,2.44,1.56
1459,5939,helpful,12,low_certainty,positive,positive,1.0,0.75,4,5,0.39,0.63,0.0,0.24,1,0.0141274558,0.1564624981,0.1701509181,0.6245120999,0.9992434257,7.1867098182,0.37439635520000003,9.1855700138,4.2207963881,0.0948199807,0.9027092079000001,0.2533570765,0.9992602835000001,0.6991408427,0.5271490836,31.8712016639,19.1307057391,10.7210132547,16.2046617574,51.2336015275,30.502273913,15.4022708548,23.5266287729,7611.012046773,4470.372154454,907.7675905032,1419.2775133512,7.4693461049,4.7994572362,3.3587227117,4.6892842413,40.06,23.94,12.7,19.3,40.06,23.94,12.7,19.3
1460,5940,helpful,1,exhaustive,negative,neutral,1.0,1.0,6,5,0.03,0.5,1.0,0.47000000000000003,1,0.8056081422,0.5531838838,0.8056081422,0.9690721649,1.0,64.2485104699,1.413223914,10.9845972271,6.4344030927,0.9965893140000001,0.9999838246,0.6680727891,1.0,0.7622071557000001,0.6807487646,25.5009537015,25.5009537015,3.8381942598,92.7682810682,40.8679377203,40.8679377203,6.0884270539,165.525808075,6040.6921006135,6040.6921006135,1882.6376599537,60840.6176718375,6.1344016706,6.1344016706,1.501096193,17.2021102409,32.0,32.0,4.78,123.22,32.0,32.0,4.78,123.22
1461,5940,helpful,2,low_certainty,positive,neutral,1.0,1.0,6,6,0.9,0.8,0.79,0.1,0,0.2529325013,0.051555970900000005,0.052932501300000004,0.5555555556,0.9956662876000001,5.4413307277000005,0.2829074259,9.4370974719,0.0,0.8319651169000001,0.515607135,0.198101209,0.9957395986,0.7088751269,0.0,76.6851802625,19.9212950656,86.1458277953,10.4606475328,136.6913881031,34.9228470258,153.6528116159,17.9614235129,50178.004265433,12545.2510663582,56450.1297986121,6273.1255331791,14.3625651472,4.3406412868,16.0328857906,2.6703206434,101.8,26.2,114.4,13.6,101.8,26.2,114.4,13.6
1462,5940,helpful,3,non_answer,,negative,1.0,1.0,4,4,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4777025036,18.4479725085,8.4777025036,18.4479725085,12.0786698883,26.8502297394,12.0786698883,26.8502297394,698.5135311563,1628.5315726981,698.5135311563,1628.5315726981,2.8144020859000003,5.2336048671,2.8144020859000003,5.2336048671,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0
1463,5940,helpful,4,low_certainty,positive,negative,1.0,1.0,2,1,0.06,0.05,0.2,0.01,1,0.041047962,0.0014302893,0.0014313131,0.17543859650000002,0.1727906176,0.18969743290000002,0.5069516193,4.2585122832,1.1913868867,0.2513282162,0.0194095977,0.32673116020000004,0.17328248910000002,0.4269869174,0.1905579838,1.0980966574,2.8638364912,1.3302753914,6.1743144655,1.1102908425,3.0955260066,1.4098368956,7.4207780304,1.7314557132,14.8976585506,6.0600298502,80.273800987,1.0135838958,1.2580940211,1.0877838882,2.3752809154,1.1,2.9,1.3599999999999999,6.64,1.1,2.9,1.3599999999999999,6.64
1464,5940,helpful,5,low_certainty,negative,negative,1.0,1.0,5,5,0.35000000000000003,0.35000000000000003,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1506675911,32.851239812,18.1506675911,32.851239812,28.9075564042,52.8283190363,28.9075564042,52.8283190363,4228.7844704295,7852.5997307976,4228.7844704295,7852.5997307976,4.5940811694,7.6747221718,4.5940811694,7.6747221718,22.7,41.3,22.7,41.3,22.7,41.3,22.7,41.3
1465,5940,helpful,6,exhaustive,positive,neutral,1.0,1.0,6,2,0.9500000000000001,0.41000000000000003,1.0,0.54,4,0.6901035116,0.6222991035000001,0.9736526758,0.9634255129,0.9997174771,8.1717510908,2.2235325102,11.0451261485,15.2401416304,0.9922985540000001,0.9999983802,0.8236317716,0.9997246241000001,0.7640818132,0.9330858207,3.2568818413000002,4.2477080156,90.8761515617,5.7303237664,3.8005521196,5.0300628063,162.1335233724,9.4807117564,35.5768706432,50.7569601939,59586.1925652017,3137.0627665896,1.5998565695,1.8632082341,16.8680461123,1.8351603217,3.46,4.54,120.7,7.3,3.46,4.54,120.7,7.3
1466,5940,helpful,7,high_certainty,negative,positive,1.0,1.0,5,6,0.15,0.67,0.81,0.52,1,0.3050860681,0.5667184386,0.836367505,0.9130816506,1.0,84.5971736824,0.09987999160000001,10.8325537521,6.4344030928,0.8836730801,0.9999893849,0.0749833047,1.0,0.7574322074000001,0.6807487646,64.3863384698,32.2201368583,8.3502861105,42.6516212926,114.6415375363,56.9726975925,12.9603813161,68.7754941244,42024.2410723001,20699.0142594911,1812.9076301841,10268.476571043,12.1911483108,6.5120581232,2.5403205012,9.72848284,85.42,42.58,10.3,53.7,85.42,42.58,10.3,53.7
1467,5940,helpful,9,non_answer,,positive,1.0,1.0,5,5,0.9,0.9,0.0,0.0,0,0.0,0.0,0.0,1.110223025e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1017166627,5.9001907403,45.1017166627,5.9001907403,72.7622878965,8.9735875441,72.7622878965,8.9735875441,10872.4457811043,1208.9384201227,10872.4457811043,1208.9384201227,10.241923007,2.0268803341,10.241923007,2.0268803341,56.8,7.2,56.8,7.2,56.8,7.2,56.8,7.2
1468,5940,helpful,11,low_certainty,negative,negative,1.0,1.0,5,6,0.4,0.75,0.59,0.35000000000000003,1,0.15967247,0.3263633479,0.39506440530000003,0.7777777778,1.0,31.5660389543,0.4900844458,10.8325537521,6.4344030928,0.6756556296,0.9955284575000001,0.3178105705,1.0,0.7574322074000001,0.6807487646,71.9548564961,24.651618832,20.6007629612,30.4011444418,128.2106763466,43.4035587822,32.8943501762,48.8415252643,47041.9414988434,15681.3138329478,4832.7536804908,7248.6305207362,13.5274048255,5.1758016085,5.1075213365,7.1612820047,95.5,32.5,25.8,38.2,95.5,32.5,25.8,38.2
