,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,sliderResponse
820,892,relevant,1,non_answer,,positive,1.0,0.5,0.05
821,892,relevant,5,low_certainty,positive,positive,1.0,0.5,0.76
822,892,relevant,12,exhaustive,negative,neutral,1.0,0.5,1.0
823,892,relevant,11,low_certainty,negative,neutral,1.0,0.5,0.95
824,892,relevant,3,high_certainty,positive,negative,1.0,0.5,0.75
825,892,relevant,10,non_answer,,negative,1.0,0.5,0.05
826,892,relevant,7,low_certainty,negative,neutral,1.0,0.5,0.3
827,892,relevant,9,exhaustive,positive,positive,1.0,0.5,0.8
828,892,relevant,8,low_certainty,positive,negative,1.0,0.5,0.7
829,892,relevant,4,high_certainty,negative,positive,1.0,0.5,0.35
830,901,relevant,10,exhaustive,positive,positive,0.0,0.0,0.59
831,901,relevant,12,high_certainty,positive,negative,0.0,0.0,0.87
832,901,relevant,2,non_answer,,neutral,0.0,0.0,1.0
833,901,relevant,9,high_certainty,positive,negative,0.0,0.0,0.6
834,901,relevant,7,low_certainty,negative,negative,0.0,0.0,0.54
835,901,relevant,1,high_certainty,negative,neutral,0.0,0.0,0.61
836,901,relevant,4,exhaustive,positive,positive,0.0,0.0,0.36
837,901,relevant,5,low_certainty,positive,neutral,0.0,0.0,0.59
838,901,relevant,6,exhaustive,negative,positive,0.0,0.0,0.8
839,901,relevant,11,high_certainty,negative,negative,0.0,0.0,0.6
840,868,relevant,6,low_certainty,negative,neutral,0.5,1.0,0.23
841,868,relevant,8,high_certainty,positive,neutral,0.5,1.0,0.85
842,868,relevant,7,exhaustive,negative,negative,0.5,1.0,0.36
843,868,relevant,5,exhaustive,positive,negative,0.5,1.0,0.03
844,868,relevant,10,low_certainty,positive,positive,0.5,1.0,0.34
845,868,relevant,12,exhaustive,positive,negative,0.5,1.0,0.78
846,868,relevant,9,non_answer,,neutral,0.5,1.0,0.1
847,868,relevant,1,non_answer,,positive,0.5,1.0,0.04
848,868,relevant,11,high_certainty,negative,positive,0.5,1.0,0.62
849,868,relevant,3,exhaustive,negative,positive,0.5,1.0,0.84
850,870,relevant,8,exhaustive,negative,neutral,0.5,0.0,1.0
851,870,relevant,2,high_certainty,negative,neutral,0.5,0.0,0.79
852,870,relevant,1,non_answer,,positive,0.5,0.0,0.0
853,870,relevant,11,high_certainty,negative,negative,0.5,0.0,0.82
854,870,relevant,3,low_certainty,negative,positive,0.5,0.0,0.71
855,870,relevant,12,low_certainty,positive,neutral,0.5,0.0,0.13
856,870,relevant,4,exhaustive,negative,positive,0.5,0.0,0.82
857,870,relevant,7,low_certainty,positive,negative,0.5,0.0,0.57
858,870,relevant,6,exhaustive,positive,negative,0.5,0.0,1.0
859,870,relevant,9,high_certainty,positive,positive,0.5,0.0,0.91
860,878,relevant,3,non_answer,,positive,1.0,0.0,0.09
861,878,relevant,12,low_certainty,positive,positive,1.0,0.0,0.71
862,878,relevant,11,high_certainty,positive,negative,1.0,0.0,0.85
863,878,relevant,10,low_certainty,negative,positive,1.0,0.0,0.56
864,878,relevant,8,exhaustive,positive,negative,1.0,0.0,0.72
865,878,relevant,4,high_certainty,negative,neutral,1.0,0.0,0.29
866,878,relevant,5,high_certainty,positive,neutral,1.0,0.0,0.77
867,878,relevant,2,exhaustive,negative,neutral,1.0,0.0,0.75
868,878,relevant,6,exhaustive,positive,negative,1.0,0.0,0.87
869,878,relevant,9,exhaustive,negative,positive,1.0,0.0,0.97
870,888,relevant,2,exhaustive,negative,neutral,0.0,1.0,0.78
871,888,relevant,1,high_certainty,positive,negative,0.0,1.0,0.0
872,888,relevant,7,high_certainty,negative,neutral,0.0,1.0,0.0
873,888,relevant,11,low_certainty,positive,negative,0.0,1.0,0.63
874,888,relevant,12,exhaustive,positive,positive,0.0,1.0,1.0
875,888,relevant,4,low_certainty,positive,positive,0.0,1.0,0.62
876,888,relevant,9,high_certainty,positive,positive,0.0,1.0,1.0
877,888,relevant,8,non_answer,,negative,0.0,1.0,0.22
878,888,relevant,3,non_answer,,neutral,0.0,1.0,0.0
879,888,relevant,10,low_certainty,negative,negative,0.0,1.0,0.04
880,891,relevant,4,non_answer,,positive,1.0,1.0,0.02
881,891,relevant,6,high_certainty,negative,positive,1.0,1.0,0.6
882,891,relevant,9,high_certainty,positive,negative,1.0,1.0,0.7
883,891,relevant,1,high_certainty,positive,negative,1.0,1.0,0.6
884,891,relevant,7,non_answer,,neutral,1.0,1.0,0.01
885,891,relevant,8,high_certainty,negative,positive,1.0,1.0,0.3
886,891,relevant,10,low_certainty,negative,neutral,1.0,1.0,0.1
887,891,relevant,3,exhaustive,positive,neutral,1.0,1.0,1.0
888,891,relevant,11,exhaustive,negative,negative,1.0,1.0,0.95
889,891,relevant,2,low_certainty,positive,neutral,1.0,1.0,0.65
890,869,relevant,9,high_certainty,positive,positive,1.0,1.0,0.85
891,869,relevant,12,exhaustive,positive,neutral,1.0,1.0,0.98
892,869,relevant,2,high_certainty,positive,negative,1.0,1.0,1.0
893,869,relevant,6,low_certainty,positive,negative,1.0,1.0,0.62
894,869,relevant,7,low_certainty,positive,neutral,1.0,1.0,0.92
895,869,relevant,8,non_answer,,negative,1.0,1.0,0.01
896,869,relevant,3,exhaustive,negative,positive,1.0,1.0,1.0
897,869,relevant,11,low_certainty,negative,positive,1.0,1.0,0.93
898,869,relevant,5,high_certainty,negative,neutral,1.0,1.0,0.3
899,869,relevant,4,exhaustive,positive,neutral,1.0,1.0,0.99
900,872,relevant,7,exhaustive,positive,negative,1.0,0.5,0.91
901,872,relevant,8,high_certainty,negative,positive,1.0,0.5,0.3
902,872,relevant,4,high_certainty,positive,neutral,1.0,0.5,0.68
903,872,relevant,6,exhaustive,negative,negative,1.0,0.5,0.9
904,872,relevant,3,non_answer,,neutral,1.0,0.5,0.15
905,872,relevant,1,high_certainty,positive,neutral,1.0,0.5,0.75
906,872,relevant,9,low_certainty,negative,positive,1.0,0.5,0.64
907,872,relevant,11,high_certainty,negative,positive,1.0,0.5,0.8
908,872,relevant,10,exhaustive,positive,negative,1.0,0.5,1.0
909,872,relevant,5,low_certainty,positive,positive,1.0,0.5,0.76
910,879,relevant,1,non_answer,,positive,1.0,0.5,0.08
911,879,relevant,11,exhaustive,positive,neutral,1.0,0.5,1.0
912,879,relevant,3,high_certainty,positive,negative,1.0,0.5,0.75
913,879,relevant,12,low_certainty,negative,positive,1.0,0.5,0.8
914,879,relevant,4,low_certainty,positive,neutral,1.0,0.5,0.53
915,879,relevant,8,high_certainty,positive,negative,1.0,0.5,0.75
916,879,relevant,10,non_answer,,positive,1.0,0.5,0.11
917,879,relevant,7,low_certainty,positive,neutral,1.0,0.5,0.75
918,879,relevant,2,exhaustive,negative,negative,1.0,0.5,1.0
919,879,relevant,6,high_certainty,negative,negative,1.0,0.5,1.0
920,894,relevant,7,exhaustive,positive,neutral,1.0,0.0,0.94
921,894,relevant,5,high_certainty,negative,neutral,1.0,0.0,0.57
922,894,relevant,2,high_certainty,positive,negative,1.0,0.0,0.6
923,894,relevant,12,low_certainty,negative,positive,1.0,0.0,0.7
924,894,relevant,11,high_certainty,positive,negative,1.0,0.0,0.77
925,894,relevant,6,low_certainty,positive,neutral,1.0,0.0,0.4
926,894,relevant,1,exhaustive,negative,negative,1.0,0.0,0.86
927,894,relevant,10,low_certainty,positive,positive,1.0,0.0,0.46
928,894,relevant,4,low_certainty,negative,positive,1.0,0.0,0.46
929,894,relevant,9,non_answer,,neutral,1.0,0.0,0.19
930,895,relevant,3,high_certainty,negative,negative,1.0,0.5,0.71
931,895,relevant,12,low_certainty,positive,positive,1.0,0.5,0.13
932,895,relevant,6,non_answer,,positive,1.0,0.5,0.01
933,895,relevant,8,low_certainty,negative,negative,1.0,0.5,0.38
934,895,relevant,2,low_certainty,positive,positive,1.0,0.5,0.56
935,895,relevant,4,exhaustive,negative,neutral,1.0,0.5,1.0
936,895,relevant,5,high_certainty,positive,negative,1.0,0.5,0.94
937,895,relevant,9,exhaustive,positive,neutral,1.0,0.5,0.98
938,895,relevant,7,high_certainty,negative,neutral,1.0,0.5,0.53
939,895,relevant,10,low_certainty,negative,neutral,1.0,0.5,0.19
940,874,relevant,4,low_certainty,positive,neutral,1.0,1.0,0.41
941,874,relevant,8,low_certainty,negative,negative,1.0,1.0,0.58
942,874,relevant,2,exhaustive,negative,positive,1.0,1.0,1.0
943,874,relevant,11,high_certainty,negative,negative,1.0,1.0,0.65
944,874,relevant,3,exhaustive,positive,neutral,1.0,1.0,1.0
945,874,relevant,5,exhaustive,negative,negative,1.0,1.0,1.0
946,874,relevant,6,high_certainty,negative,neutral,1.0,1.0,0.77
947,874,relevant,1,non_answer,,positive,1.0,1.0,0.1
948,874,relevant,7,high_certainty,positive,positive,1.0,1.0,0.84
949,874,relevant,10,low_certainty,negative,positive,1.0,1.0,0.16
950,890,relevant,6,low_certainty,negative,positive,1.0,1.0,0.2
951,890,relevant,9,low_certainty,negative,negative,1.0,1.0,0.75
952,890,relevant,11,exhaustive,positive,neutral,1.0,1.0,1.0
953,890,relevant,12,high_certainty,negative,negative,1.0,1.0,0.75
954,890,relevant,3,low_certainty,positive,neutral,1.0,1.0,0.0
955,890,relevant,10,exhaustive,negative,neutral,1.0,1.0,0.99
956,890,relevant,8,non_answer,,positive,1.0,1.0,0.0
957,890,relevant,5,low_certainty,positive,negative,1.0,1.0,0.75
958,890,relevant,1,exhaustive,positive,positive,1.0,1.0,1.0
959,890,relevant,7,high_certainty,positive,neutral,1.0,1.0,0.81
960,893,relevant,4,non_answer,,neutral,1.0,0.5,0.0
961,893,relevant,8,low_certainty,negative,negative,1.0,0.5,0.06
962,893,relevant,1,high_certainty,negative,negative,1.0,0.5,0.93
963,893,relevant,7,exhaustive,positive,positive,1.0,0.5,1.0
964,893,relevant,9,high_certainty,negative,negative,1.0,0.5,0.35
965,893,relevant,12,high_certainty,positive,neutral,1.0,0.5,0.59
966,893,relevant,2,low_certainty,positive,neutral,1.0,0.5,0.62
967,893,relevant,5,low_certainty,negative,positive,1.0,0.5,0.73
968,893,relevant,6,exhaustive,negative,positive,1.0,0.5,0.93
969,893,relevant,3,exhaustive,negative,positive,1.0,0.5,1.0
970,880,relevant,6,exhaustive,positive,positive,1.0,0.5,0.99
971,880,relevant,1,non_answer,,positive,1.0,0.5,0.05
972,880,relevant,10,low_certainty,negative,neutral,1.0,0.5,0.26
973,880,relevant,8,high_certainty,positive,negative,1.0,0.5,0.85
974,880,relevant,7,exhaustive,negative,neutral,1.0,0.5,0.95
975,880,relevant,11,high_certainty,negative,neutral,1.0,0.5,0.75
976,880,relevant,9,high_certainty,negative,positive,1.0,0.5,0.74
977,880,relevant,12,exhaustive,negative,negative,1.0,0.5,0.99
978,880,relevant,2,non_answer,,negative,1.0,0.5,0.4
979,880,relevant,4,low_certainty,positive,negative,1.0,0.5,0.27
980,885,relevant,7,high_certainty,positive,neutral,1.0,0.5,0.69
981,885,relevant,1,low_certainty,positive,neutral,1.0,0.5,0.0
982,885,relevant,6,low_certainty,negative,positive,1.0,0.5,1.0
983,885,relevant,8,exhaustive,negative,positive,1.0,0.5,1.0
984,885,relevant,9,exhaustive,positive,positive,1.0,0.5,1.0
985,885,relevant,10,high_certainty,positive,neutral,1.0,0.5,0.77
986,885,relevant,11,low_certainty,negative,negative,1.0,0.5,0.78
987,885,relevant,5,high_certainty,negative,negative,1.0,0.5,0.68
988,885,relevant,3,non_answer,,negative,1.0,0.5,0.0
989,885,relevant,4,high_certainty,negative,negative,1.0,0.5,0.0
990,881,relevant,2,exhaustive,negative,neutral,1.0,0.0,0.77
991,881,relevant,9,exhaustive,positive,negative,1.0,0.0,0.54
992,881,relevant,11,high_certainty,negative,positive,1.0,0.0,0.38
993,881,relevant,10,low_certainty,positive,neutral,1.0,0.0,0.36
994,881,relevant,1,low_certainty,negative,neutral,1.0,0.0,0.23
995,881,relevant,6,low_certainty,positive,positive,1.0,0.0,0.21
996,881,relevant,4,exhaustive,positive,positive,1.0,0.0,0.95
997,881,relevant,5,non_answer,,negative,1.0,0.0,0.15
998,881,relevant,7,high_certainty,negative,negative,1.0,0.0,0.54
999,881,relevant,8,high_certainty,positive,negative,1.0,0.0,0.52
1000,883,relevant,5,high_certainty,negative,neutral,1.0,0.5,0.9
1001,883,relevant,9,low_certainty,negative,positive,1.0,0.5,0.85
1002,883,relevant,11,non_answer,,positive,1.0,0.5,0.45
1003,883,relevant,4,low_certainty,positive,neutral,1.0,0.5,0.6
1004,883,relevant,1,low_certainty,positive,negative,1.0,0.5,0.2
1005,883,relevant,10,high_certainty,positive,negative,1.0,0.5,0.19
1006,883,relevant,8,non_answer,,neutral,1.0,0.5,0.22
1007,883,relevant,2,exhaustive,negative,positive,1.0,0.5,0.85
1008,883,relevant,3,low_certainty,negative,negative,1.0,0.5,0.85
1009,883,relevant,6,exhaustive,positive,negative,1.0,0.5,1.0
1010,884,relevant,12,low_certainty,negative,positive,1.0,1.0,1.0
1011,884,relevant,5,low_certainty,positive,neutral,1.0,1.0,0.29
1012,884,relevant,11,exhaustive,negative,positive,1.0,1.0,1.0
1013,884,relevant,9,low_certainty,negative,neutral,1.0,1.0,0.75
1014,884,relevant,2,high_certainty,positive,negative,1.0,1.0,0.17
1015,884,relevant,6,non_answer,,neutral,1.0,1.0,0.0
1016,884,relevant,3,exhaustive,positive,negative,1.0,1.0,1.0
1017,884,relevant,4,exhaustive,negative,negative,1.0,1.0,1.0
1018,884,relevant,10,non_answer,,positive,1.0,1.0,0.0
1019,884,relevant,1,high_certainty,negative,positive,1.0,1.0,0.63
1020,886,relevant,5,exhaustive,negative,neutral,1.0,0.5,1.0
1021,886,relevant,3,non_answer,,neutral,1.0,0.5,0.1
1022,886,relevant,7,low_certainty,positive,positive,1.0,0.5,0.57
1023,886,relevant,8,non_answer,,negative,1.0,0.5,0.1
1024,886,relevant,9,low_certainty,negative,negative,1.0,0.5,0.74
1025,886,relevant,12,exhaustive,positive,neutral,1.0,0.5,0.98
1026,886,relevant,4,low_certainty,negative,negative,1.0,0.5,0.02
1027,886,relevant,6,high_certainty,positive,positive,1.0,0.5,0.87
1028,886,relevant,11,low_certainty,positive,positive,1.0,0.5,0.77
1029,886,relevant,1,high_certainty,negative,positive,1.0,0.5,0.7
1030,898,relevant,2,high_certainty,negative,neutral,1.0,0.5,0.76
1031,898,relevant,8,high_certainty,negative,negative,1.0,0.5,0.73
1032,898,relevant,5,exhaustive,positive,positive,1.0,0.5,1.0
1033,898,relevant,10,non_answer,,negative,1.0,0.5,0.09
1034,898,relevant,3,low_certainty,positive,neutral,1.0,0.5,0.06
1035,898,relevant,1,exhaustive,negative,neutral,1.0,0.5,0.94
1036,898,relevant,11,low_certainty,negative,positive,1.0,0.5,0.68
1037,898,relevant,9,exhaustive,negative,negative,1.0,0.5,1.0
1038,898,relevant,6,high_certainty,positive,positive,1.0,0.5,0.6
1039,898,relevant,12,non_answer,,positive,1.0,0.5,0.06
1040,887,relevant,2,exhaustive,positive,negative,0.0,0.5,1.0
1041,887,relevant,6,low_certainty,negative,neutral,0.0,0.5,0.5
1042,887,relevant,3,exhaustive,negative,negative,0.0,0.5,0.66
1043,887,relevant,11,high_certainty,positive,positive,0.0,0.5,0.65
1044,887,relevant,7,low_certainty,positive,neutral,0.0,0.5,0.0
1045,887,relevant,10,high_certainty,positive,positive,0.0,0.5,0.56
1046,887,relevant,1,exhaustive,positive,neutral,0.0,0.5,0.71
1047,887,relevant,12,high_certainty,negative,positive,0.0,0.5,0.16
1048,887,relevant,5,non_answer,,negative,0.0,0.5,0.22
1049,887,relevant,9,low_certainty,negative,positive,0.0,0.5,0.61
1050,889,relevant,5,exhaustive,positive,negative,0.5,1.0,0.73
1051,889,relevant,3,exhaustive,negative,negative,0.5,1.0,0.85
1052,889,relevant,12,high_certainty,negative,neutral,0.5,1.0,0.71
1053,889,relevant,10,low_certainty,positive,positive,0.5,1.0,0.58
1054,889,relevant,11,low_certainty,negative,positive,0.5,1.0,0.69
1055,889,relevant,4,low_certainty,negative,neutral,0.5,1.0,0.23
1056,889,relevant,1,non_answer,,negative,0.5,1.0,0.03
1057,889,relevant,9,high_certainty,positive,positive,0.5,1.0,0.91
1058,889,relevant,6,high_certainty,negative,neutral,0.5,1.0,0.22
1059,889,relevant,2,high_certainty,positive,neutral,0.5,1.0,0.75
1060,896,relevant,7,high_certainty,positive,neutral,1.0,1.0,0.9
1061,896,relevant,6,exhaustive,positive,positive,1.0,1.0,1.0
1062,896,relevant,3,high_certainty,negative,negative,1.0,1.0,0.39
1063,896,relevant,11,high_certainty,negative,negative,1.0,1.0,1.0
1064,896,relevant,4,high_certainty,positive,positive,1.0,1.0,0.7
1065,896,relevant,9,low_certainty,positive,positive,1.0,1.0,0.92
1066,896,relevant,5,low_certainty,negative,neutral,1.0,1.0,0.85
1067,896,relevant,2,non_answer,,neutral,1.0,1.0,1.0
1068,896,relevant,10,exhaustive,negative,negative,1.0,1.0,1.0
1069,896,relevant,1,exhaustive,positive,negative,1.0,1.0,1.0
1070,897,relevant,3,low_certainty,negative,negative,0.0,1.0,0.17
1071,897,relevant,8,high_certainty,negative,negative,0.0,1.0,0.33
1072,897,relevant,11,high_certainty,positive,negative,0.0,1.0,1.0
1073,897,relevant,7,exhaustive,negative,neutral,0.0,1.0,1.0
1074,897,relevant,12,low_certainty,positive,positive,0.0,1.0,0.32
1075,897,relevant,9,high_certainty,positive,positive,0.0,1.0,0.86
1076,897,relevant,4,non_answer,,neutral,0.0,1.0,0.0
1077,897,relevant,10,high_certainty,negative,positive,0.0,1.0,0.16
1078,897,relevant,6,exhaustive,positive,neutral,0.0,1.0,1.0
1079,897,relevant,2,exhaustive,positive,negative,0.0,1.0,1.0
1080,899,relevant,10,low_certainty,positive,positive,1.0,0.5,0.74
1081,899,relevant,9,non_answer,,neutral,1.0,0.5,0.0
1082,899,relevant,3,low_certainty,positive,positive,1.0,0.5,0.01
1083,899,relevant,12,high_certainty,positive,neutral,1.0,0.5,0.27
1084,899,relevant,6,exhaustive,negative,negative,1.0,0.5,1.0
1085,899,relevant,2,exhaustive,positive,negative,1.0,0.5,0.99
1086,899,relevant,1,high_certainty,negative,negative,1.0,0.5,0.55
1087,899,relevant,5,high_certainty,negative,positive,1.0,0.5,0.65
1088,899,relevant,11,low_certainty,negative,neutral,1.0,0.5,0.73
1089,899,relevant,7,exhaustive,negative,positive,1.0,0.5,0.99
1090,900,relevant,5,high_certainty,positive,positive,1.0,1.0,0.7
1091,900,relevant,4,low_certainty,positive,neutral,1.0,1.0,0.1
1092,900,relevant,9,low_certainty,negative,negative,1.0,1.0,0.62
1093,900,relevant,2,non_answer,,neutral,1.0,1.0,0.0
1094,900,relevant,7,non_answer,,positive,1.0,1.0,0.02
1095,900,relevant,10,high_certainty,negative,negative,1.0,1.0,0.25
1096,900,relevant,11,high_certainty,negative,positive,1.0,1.0,0.55
1097,900,relevant,3,exhaustive,positive,negative,1.0,1.0,1.0
1098,900,relevant,8,high_certainty,positive,neutral,1.0,1.0,0.8
1099,900,relevant,12,exhaustive,negative,negative,1.0,1.0,1.0
1100,902,relevant,5,exhaustive,positive,neutral,1.0,1.0,1.0
1101,902,relevant,10,high_certainty,negative,neutral,1.0,1.0,0.72
1102,902,relevant,2,low_certainty,negative,positive,1.0,1.0,0.75
1103,902,relevant,7,high_certainty,positive,negative,1.0,1.0,0.95
1104,902,relevant,6,non_answer,,positive,1.0,1.0,0.04
1105,902,relevant,4,low_certainty,negative,negative,1.0,1.0,0.55
1106,902,relevant,9,low_certainty,positive,negative,1.0,1.0,0.76
1107,902,relevant,11,high_certainty,positive,positive,1.0,1.0,0.91
1108,902,relevant,3,exhaustive,negative,neutral,1.0,1.0,1.0
1109,902,relevant,1,non_answer,,neutral,1.0,1.0,0.07
1110,903,relevant,4,high_certainty,negative,positive,1.0,0.5,0.6
1111,903,relevant,3,high_certainty,positive,negative,1.0,0.5,0.75
1112,903,relevant,8,exhaustive,positive,positive,1.0,0.5,1.0
1113,903,relevant,1,exhaustive,positive,neutral,1.0,0.5,1.0
1114,903,relevant,9,low_certainty,negative,neutral,1.0,0.5,0.4
1115,903,relevant,7,non_answer,,negative,1.0,0.5,0.0
1116,903,relevant,11,low_certainty,positive,positive,1.0,0.5,0.65
1117,903,relevant,6,exhaustive,negative,neutral,1.0,0.5,1.0
1118,903,relevant,2,non_answer,,negative,1.0,0.5,0.0
1119,903,relevant,10,high_certainty,negative,neutral,1.0,0.5,0.2
1120,904,relevant,8,low_certainty,positive,neutral,1.0,0.5,0.42
1121,904,relevant,12,non_answer,,neutral,1.0,0.5,0.01
1122,904,relevant,6,non_answer,,positive,1.0,0.5,0.05
1123,904,relevant,3,exhaustive,negative,negative,1.0,0.5,1.0
1124,904,relevant,5,high_certainty,negative,neutral,1.0,0.5,0.86
1125,904,relevant,1,high_certainty,positive,positive,1.0,0.5,0.54
1126,904,relevant,11,exhaustive,positive,negative,1.0,0.5,1.0
1127,904,relevant,10,exhaustive,negative,negative,1.0,0.5,1.0
1128,904,relevant,7,low_certainty,positive,positive,1.0,0.5,0.0
1129,904,relevant,2,low_certainty,negative,neutral,1.0,0.5,0.0
1130,905,relevant,11,exhaustive,positive,neutral,1.0,1.0,0.97
1131,905,relevant,7,high_certainty,negative,negative,1.0,1.0,0.96
1132,905,relevant,9,non_answer,,negative,1.0,1.0,0.16
1133,905,relevant,8,non_answer,,positive,1.0,1.0,0.0
1134,905,relevant,10,low_certainty,positive,neutral,1.0,1.0,0.06
1135,905,relevant,12,low_certainty,negative,neutral,1.0,1.0,0.06
1136,905,relevant,6,high_certainty,positive,positive,1.0,1.0,0.36
1137,905,relevant,5,high_certainty,positive,positive,1.0,1.0,0.93
1138,905,relevant,1,exhaustive,negative,negative,1.0,1.0,0.71
1139,905,relevant,2,exhaustive,positive,positive,1.0,1.0,0.98
1140,906,relevant,7,low_certainty,positive,positive,1.0,0.5,0.04
1141,906,relevant,8,exhaustive,positive,negative,1.0,0.5,1.0
1142,906,relevant,10,high_certainty,negative,neutral,1.0,0.5,0.2
1143,906,relevant,1,low_certainty,negative,neutral,1.0,0.5,0.55
1144,906,relevant,11,low_certainty,negative,negative,1.0,0.5,0.8
1145,906,relevant,2,exhaustive,negative,neutral,1.0,0.5,1.0
1146,906,relevant,9,high_certainty,positive,positive,1.0,0.5,0.99
1147,906,relevant,3,non_answer,,positive,1.0,0.5,0.0
1148,906,relevant,12,non_answer,,negative,1.0,0.5,0.0
1149,906,relevant,4,exhaustive,positive,negative,1.0,0.5,1.0
1150,911,relevant,11,non_answer,,positive,0.0,0.5,0.3
1151,911,relevant,8,low_certainty,negative,negative,0.0,0.5,0.16
1152,911,relevant,5,low_certainty,positive,neutral,0.0,0.5,0.62
1153,911,relevant,9,exhaustive,negative,neutral,0.0,0.5,1.0
1154,911,relevant,2,low_certainty,positive,positive,0.0,0.5,0.77
1155,911,relevant,4,high_certainty,positive,positive,0.0,0.5,0.38
1156,911,relevant,7,exhaustive,positive,negative,0.0,0.5,0.74
1157,911,relevant,12,exhaustive,negative,negative,0.0,0.5,1.0
1158,911,relevant,3,exhaustive,positive,neutral,0.0,0.5,1.0
1159,911,relevant,10,high_certainty,negative,neutral,0.0,0.5,0.12
1160,907,relevant,11,exhaustive,negative,positive,1.0,1.0,0.9
1161,907,relevant,4,high_certainty,negative,neutral,1.0,1.0,0.0
1162,907,relevant,10,non_answer,,positive,1.0,1.0,0.01
1163,907,relevant,2,low_certainty,positive,negative,1.0,1.0,0.25
1164,907,relevant,8,low_certainty,positive,positive,1.0,1.0,0.15
1165,907,relevant,12,exhaustive,negative,negative,1.0,1.0,0.99
1166,907,relevant,3,exhaustive,positive,neutral,1.0,1.0,1.0
1167,907,relevant,6,high_certainty,positive,negative,1.0,1.0,0.15
1168,907,relevant,1,exhaustive,positive,neutral,1.0,1.0,0.9
1169,907,relevant,9,low_certainty,negative,positive,1.0,1.0,0.7
1170,908,relevant,2,low_certainty,positive,positive,1.0,1.0,0.7
1171,908,relevant,6,low_certainty,positive,positive,1.0,1.0,0.75
1172,908,relevant,3,exhaustive,negative,positive,1.0,1.0,1.0
1173,908,relevant,8,high_certainty,negative,negative,1.0,1.0,0.8
1174,908,relevant,12,non_answer,,neutral,1.0,1.0,0.0
1175,908,relevant,9,exhaustive,positive,neutral,1.0,1.0,1.0
1176,908,relevant,1,low_certainty,negative,negative,1.0,1.0,0.0
1177,908,relevant,7,exhaustive,positive,negative,1.0,1.0,0.85
1178,908,relevant,11,high_certainty,positive,neutral,1.0,1.0,0.7
1179,908,relevant,10,high_certainty,negative,negative,1.0,1.0,0.0
1180,909,relevant,12,low_certainty,negative,neutral,1.0,0.5,0.75
1181,909,relevant,4,high_certainty,positive,neutral,1.0,0.5,0.6
1182,909,relevant,10,low_certainty,positive,negative,1.0,0.5,0.7
1183,909,relevant,1,high_certainty,negative,negative,1.0,0.5,0.41
1184,909,relevant,7,low_certainty,positive,positive,1.0,0.5,0.26
1185,909,relevant,2,high_certainty,negative,negative,1.0,0.5,1.0
1186,909,relevant,9,exhaustive,negative,neutral,1.0,0.5,1.0
1187,909,relevant,8,low_certainty,negative,positive,1.0,0.5,0.8
1188,909,relevant,6,non_answer,,positive,1.0,0.5,0.01
1189,909,relevant,5,exhaustive,positive,neutral,1.0,0.5,1.0
1190,910,relevant,12,low_certainty,negative,negative,1.0,0.5,0.4
1191,910,relevant,10,high_certainty,negative,neutral,1.0,0.5,0.3
1192,910,relevant,6,high_certainty,positive,neutral,1.0,0.5,0.8
1193,910,relevant,4,low_certainty,positive,negative,1.0,0.5,0.6
1194,910,relevant,11,high_certainty,negative,negative,1.0,0.5,0.8
1195,910,relevant,9,high_certainty,positive,positive,1.0,0.5,1.0
1196,910,relevant,3,exhaustive,positive,neutral,1.0,0.5,1.0
1197,910,relevant,2,exhaustive,positive,positive,1.0,0.5,1.0
1198,910,relevant,1,exhaustive,negative,positive,1.0,0.5,1.0
1199,910,relevant,8,non_answer,,negative,1.0,0.5,0.0
1200,912,relevant,10,high_certainty,negative,negative,1.0,1.0,0.06
1201,912,relevant,5,high_certainty,negative,negative,1.0,1.0,0.63
1202,912,relevant,7,low_certainty,negative,positive,1.0,1.0,0.57
1203,912,relevant,9,exhaustive,negative,positive,1.0,1.0,0.97
1204,912,relevant,2,exhaustive,positive,neutral,1.0,1.0,1.0
1205,912,relevant,6,high_certainty,positive,neutral,1.0,1.0,0.68
1206,912,relevant,3,non_answer,,positive,1.0,1.0,0.0
1207,912,relevant,8,exhaustive,positive,negative,1.0,1.0,0.75
1208,912,relevant,12,low_certainty,positive,neutral,1.0,1.0,0.2
1209,912,relevant,11,exhaustive,negative,positive,1.0,1.0,0.94
1210,913,relevant,3,high_certainty,positive,negative,1.0,0.5,0.85
1211,913,relevant,5,non_answer,,positive,1.0,0.5,0.28
1212,913,relevant,4,exhaustive,positive,neutral,1.0,0.5,1.0
1213,913,relevant,8,exhaustive,positive,positive,1.0,0.5,0.95
1214,913,relevant,1,high_certainty,negative,negative,1.0,0.5,0.43
1215,913,relevant,7,low_certainty,negative,neutral,1.0,0.5,0.67
1216,913,relevant,9,high_certainty,positive,neutral,1.0,0.5,1.0
1217,913,relevant,12,exhaustive,negative,positive,1.0,0.5,1.0
1218,913,relevant,6,low_certainty,positive,negative,1.0,0.5,0.31
1219,913,relevant,10,low_certainty,positive,neutral,1.0,0.5,0.57
1220,914,relevant,11,low_certainty,negative,neutral,1.0,0.5,0.94
1221,914,relevant,9,exhaustive,positive,neutral,1.0,0.5,0.98
1222,914,relevant,12,low_certainty,positive,positive,1.0,0.5,0.12
1223,914,relevant,5,non_answer,,positive,1.0,0.5,0.04
